Summary,ID,ptLTL,Generated ptLTL,Equivalence Check
10/29,Whenever ControlLoopFinish occurs the system shall ensure that either ControlLoopStart has never occurred before or that the most recent system history shows no instance where ControlLoopStart was active while a previous state indicated that ControlLoopStart had not yet occurred. In addition the system shall guarantee that before ControlLoopFinish the sequence of operations involving MonitorBatteryStatus and SendBatteryStatusData together with MonitorBatteryLevel and SendBatteryLevelData and MonitorBatteryVoltage and SendBatteryVoltageData has not been continuously interrupted until a point where ControlLoopStart becomes active after previously being inactive.    In practical terms for an autonomous drone this means that when a control loop completes the drone must not have started a new control loop earlier than expected and must have maintained consistent monitoring and transmission of battery status level and voltage data throughout the period leading up to the start of the next control loop.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (((MonitorBatteryStatus & SendBatteryStatusData) & (MonitorBatteryLevel & SendBatteryLevelData)) & (MonitorBatteryVoltage & SendBatteryVoltageData))) S ((! (((MonitorBatteryStatus & SendBatteryStatusData) & (MonitorBatteryLevel & SendBatteryLevelData)) & (MonitorBatteryVoltage & SendBatteryVoltageData))) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ H( (MonitorBatteryStatus ∧ SendBatteryStatusData ∧ MonitorBatteryLevel ∧ SendBatteryLevelData ∧ MonitorBatteryVoltage ∧ SendBatteryVoltageData) S (¬ControlLoopStart ∧ Y(ControlLoopStart)) ) ) ),False
11/30,When the aircraft exits SimulationMode after previously being in SimulationMode and this transition has not occurred before; the system shall ensure that either SimulationDataSaved remains false up to that transition point; or that EvaluateControllerPerformance remains false until SimulationDataSaved becomes true or until that same transition out of SimulationMode occurs.,((O (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode))))))) -> (((! SimulationDataSaved) S ((! SimulationDataSaved) & (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode)))))))) | (! ((! EvaluateControllerPerformance) S ((! EvaluateControllerPerformance) & (SimulationDataSaved & ((Y (! SimulationDataSaved)) | (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode))))))))))))),((SimulationMode S (Y SimulationMode ∧ ¬SimulationMode ∧ ¬O(Y SimulationMode ∧ ¬SimulationMode))) → ((H ¬SimulationDataSaved) ∨ (¬EvaluateControllerPerformance S (SimulationDataSaved ∨ (Y SimulationMode ∧ ¬SimulationMode))))),True
11/31,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that ControlLoopStart has not previously been active; or that the most recent system history shows no instance where ControlLoopStart was active immediately after a period when it was inactive; and that before this point the system continuously maintained a state where MonitorAngularVelocity and SendAngularVelocityData were both active until the moment when ControlLoopStart became active following a period of inactivity.    In practical terms; for an autonomous drone flight controller; this means that after each ControlLoopFinish event; the control software must confirm that no unintended restart of the control loop occurred and that angular velocity monitoring and data transmission were consistently running up to the point when the control loop legitimately started again.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorAngularVelocity & SendAngularVelocityData)) S ((! (MonitorAngularVelocity & SendAngularVelocityData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → ((¬O(ControlLoopStart)) ∨ H(((¬ControlLoopStart) S (MonitorAngularVelocity ∧ SendAngularVelocityData ∧ ControlLoopStart))))),False
11/32,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that either ControlLoopStart has never occurred before; or that prior to ControlLoopFinish the following conditions hold: the previous state existed; ControlLoopStart did not immediately follow a period without ControlLoopStart; and before that point the system continuously maintained a state where MonitorBatteryDischargeRate and SendBatteryDischargeRateData were not both active until the moment when ControlLoopStart began after a period without ControlLoopStart.    In practical terms; for an autonomous drone this means that after each control loop finishes; the drone must either have never started a control loop before; or it must have maintained proper monitoring and reporting of battery discharge rate throughout the period leading up to the start of the most recent control loop.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorBatteryDischargeRate & SendBatteryDischargeRateData)) S ((! (MonitorBatteryDischargeRate & SendBatteryDischargeRateData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → (¬O(ControlLoopStart) ∨ (Y(true) ∧ ¬(¬ControlLoopStart ∧ Y(ControlLoopStart)) ∧ ((¬(MonitorBatteryDischargeRate ∧ SendBatteryDischargeRateData)) S (¬ControlLoopStart ∧ Y(ControlLoopStart)))))),False
11/33,Whenever ControlLoopFinish occurs the system shall ensure that either ControlLoopStart has never occurred before or that the most recent ControlLoopStart was not immediately preceded by another ControlLoopStart and that before this ControlLoopStart the system had continuously performed the combined actions of MonitorBatteryStatus and SendBatteryStatusData together with MonitorBatteryLevel and SendBatteryLevelData and with MonitorBatteryVoltage and SendBatteryVoltageData.    In practical terms for an autonomous drone this means that each time a control loop finishes the drone must confirm that the loop did not start twice in a row without a proper stop and that before starting the loop it had been consistently monitoring and transmitting all battery parameters including status level and voltage.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (((MonitorBatteryStatus & SendBatteryStatusData) & (MonitorBatteryLevel & SendBatteryLevelData)) & (MonitorBatteryVoltage & SendBatteryVoltageData))) S ((! (((MonitorBatteryStatus & SendBatteryStatusData) & (MonitorBatteryLevel & SendBatteryLevelData)) & (MonitorBatteryVoltage & SendBatteryVoltageData))) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ (O(ControlLoopStart ∧ ¬Y(ControlLoopStart) ∧ H((MonitorBatteryStatus ∧ SendBatteryStatusData ∧ MonitorBatteryLevel ∧ SendBatteryLevelData ∧ MonitorBatteryVoltage ∧ SendBatteryVoltageData) S ControlLoopStart))) ) ),False
12/34,ElectricSystemsHealthMonitoring shall remain continuously active and functioning correctly at all times during system operation.,(H ElectricSystemsHealthMonitoring),H(ElectricSystemsHealthMonitoring),True
12/35,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that ControlLoopStart has not previously been active; or that the most recent system history shows no overlapping or repeated activation of ControlLoopStart after it was inactive. In addition; before ControlLoopFinish; the system shall verify that MonitorServoMotors and SendServoMotorsData have been continuously operating together without interruption until the point where ControlLoopStart becomes active again after being inactive.    In practical terms; this means that for the robot’s control software; every time a control loop finishes; the software must confirm that the loop did not restart unexpectedly and that the servo monitoring and data transmission functions were consistently running up to the moment the next control loop begins.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorServoMotors & SendServoMotorsData)) S ((! (MonitorServoMotors & SendServoMotorsData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H((ControlLoopFinish) → ((¬O(ControlLoopStart)) ∨ H((¬ControlLoopStart S (ControlLoopStart ∧ H(MonitorServoMotors ∧ SendServoMotorsData)))))),False
12/36,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that either ControlLoopStart has never occurred before; or that the previous cycle completed correctly such that ControlLoopStart did not immediately follow another ControlLoopStart without a proper finish; and that before the most recent ControlLoopStart; the functions MonitorVoltageBusConsumption and SendVoltageBusConsumptionData were continuously active until that start.    Example context:   In an autonomous drone flight controller; after each ControlLoopFinish; the software shall confirm that no overlapping control loops have been initiated and that the voltage bus monitoring and data transmission tasks (MonitorVoltageBusConsumption and SendVoltageBusConsumptionData) were running without interruption up to the point when the next control loop began.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorVoltageBusConsumption & SendVoltageBusConsumptionData)) S ((! (MonitorVoltageBusConsumption & SendVoltageBusConsumptionData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → (¬O(ControlLoopStart) ∨ ((¬(Y(ControlLoopStart) ∧ ¬Y(ControlLoopFinish))) ∧ H((MonitorVoltageBusConsumption ∧ SendVoltageBusConsumptionData) S ControlLoopStart)))),False
12/37,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that either ControlLoopStart has never occurred before; or that the previous cycle completed correctly such that ControlLoopStart was not immediately preceded by another ControlLoopStart; and that before the most recent ControlLoopStart; the functions MonitorVoltageBusConsumption and SendVoltageBusConsumptionData were continuously inactive until that ControlLoopStart began.    Example context:   In an autonomous drone flight controller; after each ControlLoopFinish event; the control software shall verify that no new control loop was started without a proper finish of the previous one; and that voltage bus monitoring and data transmission remained disabled until the next control loop start.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorVoltageBusConsumption & SendVoltageBusConsumptionData)) S ((! (MonitorVoltageBusConsumption & SendVoltageBusConsumptionData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → ((¬O(ControlLoopStart)) ∨ ((ControlLoopStart ∧ ¬Y(ControlLoopStart)) ∧ (¬MonitorVoltageBusConsumption ∧ ¬SendVoltageBusConsumptionData) S ControlLoopStart))),False
13/38,The system shall ensure that JetsonFailureDetectionRunning NucleoOneFailureDetectionRunning NucleoTwoFailureDetectionRunning and RaspberryFailureDetectionRunning have been continuously active and operational at all times in the past.,(H (((JetsonFailureDetectionRunning & NucleoOneFailureDetectionRunning) & NucleoTwoFailureDetectionRunning) & RaspberryFailureDetectionRunning)),H (JetsonFailureDetectionRunning ∧ NucleoOneFailureDetectionRunning ∧ NucleoTwoFailureDetectionRunning ∧ RaspberryFailureDetectionRunning),True
13/39,Whenever ControlLoopFinish occurs the system shall ensure that either ControlLoopStart has never occurred before or that before ControlLoopFinish the system was in a state where ControlLoopStart was not active and there was no earlier transition from not having ControlLoopStart to having ControlLoopStart. In that same period the system shall also ensure that before ControlLoopStart the functions MonitorPitotTube and SendPitotTubeData and MonitorAlphaVane and SendAlphaVaneData and MonitorBetaVane and SendBetaVaneData were all operating together without interruption. In practical terms this means that when the aircraft control computer completes a control loop cycle indicated by ControlLoopFinish it must only do so if the loop was properly initiated by ControlLoopStart and all air data sensors and their data transmission functions were continuously monitored and sending valid information throughout the loop.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (((MonitorPitotTube & SendPitotTubeData) & (MonitorAlphaVane & SendAlphaVaneData)) & (MonitorBetaVane & SendBetaVaneData))) S ((! (((MonitorPitotTube & SendPitotTubeData) & (MonitorAlphaVane & SendAlphaVaneData)) & (MonitorBetaVane & SendBetaVaneData))) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ O( (¬ControlLoopStart S (MonitorPitotTube ∧ SendPitotTubeData ∧ MonitorAlphaVane ∧ SendAlphaVaneData ∧ MonitorBetaVane ∧ SendBetaVaneData)) ) ) ),False
13/40,Whenever ControlLoopFinish occurs the system shall ensure that either ControlLoopStart has never occurred before or that the following condition holds. Immediately before ControlLoopFinish the system shall not have a situation where ControlLoopStart is active while previously ControlLoopStart was inactive. In addition the system shall guarantee that before ControlLoopFinish it has never been the case that the aircraft sensors MonitorPitotTube and SendPitotTubeData together with MonitorAlphaVane and SendAlphaVaneData and MonitorBetaVane and SendBetaVaneData were all operating simultaneously up to the point where ControlLoopStart became active after being inactive. In other words once a control loop finishes the flight control computer must confirm that no new control loop was started and that the pitot tube alpha vane and beta vane monitoring and data transmission functions were not all running together during the period leading up to that control loop start.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (((MonitorPitotTube & SendPitotTubeData) & (MonitorAlphaVane & SendAlphaVaneData)) & (MonitorBetaVane & SendBetaVaneData))) S ((! (((MonitorPitotTube & SendPitotTubeData) & (MonitorAlphaVane & SendAlphaVaneData)) & (MonitorBetaVane & SendBetaVaneData))) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ ( ¬(Y(¬ControlLoopStart) ∧ ControlLoopStart) ∧ ¬O((MonitorPitotTube ∧ SendPitotTubeData ∧ MonitorAlphaVane ∧ SendAlphaVaneData ∧ MonitorBetaVane ∧ SendBetaVaneData) S (Y(¬ControlLoopStart) ∧ ControlLoopStart))) ) ),False
14/41,OverallSystemHealthMonitoring shall always remain active and continuously verify the operational status of the entire system to ensure safe and reliable performance at all times.,(O OverallSystemHealthMonitoring),H(OverallSystemHealthMonitoring),True
15/42,The system shall continuously ensure that MonitorPowerConsumption is active and that ReturnPowerConsumptionData is being performed at all times during operation.,(H (MonitorPowerConsumption & ReturnPowerConsumptionData)),H (MonitorPowerConsumption ∧ ReturnPowerConsumptionData),True
16/43,At all times when MonitoringEnabled is active the system shall ensure that ManageEnergySources is also performed. This means that whenever the robot’s monitoring function is turned on it must continuously manage its energy sources to maintain proper operation.,(H (MonitoringEnabled -> ManageEnergySources)),H (MonitoringEnabled → ManageEnergySources),True
17/44,At all times when MonitoringEnabled is active the system shall ensure that ManageEnergySources is also active. For example in the aircraft power management system whenever MonitoringEnabled is true the system must continuously perform ManageEnergySources to maintain proper energy control.,(H (MonitoringEnabled -> ManageEnergySources)),H(MonitoringEnabled → ManageEnergySources),True
17/45,Whenever the aircraft control system switches from SimulationMode to real operation; the system shall ensure that until the next time SimulationMode is entered; either SimulatePacketLoss remains disabled or the measured PacketLossRate stays less than or equal to AcceptablePacketLoss. This condition shall hold continuously for every transition out of SimulationMode so that the communication link used by the flight automation remains within acceptable performance limits after simulation ends.,((H (((! SimulationMode) & (Y SimulationMode)) -> (Y ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) S ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) & (SimulationMode & (Z (! SimulationMode)))))))) & (((! ((! SimulationMode) & (Y SimulationMode))) S ((! ((! SimulationMode) & (Y SimulationMode))) & (SimulationMode & (Z (! SimulationMode))))) -> ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) S ((((! SimulatePacketLoss) S ((! SimulatePacketLoss) & (SimulationMode & (Z (! SimulationMode))))) | (PacketLossRate <= AcceptablePacketLoss)) & (SimulationMode & (Z (! SimulationMode))))))),H(((¬SimulationMode) ∧ Y(SimulationMode)) → H((SimulationMode ∨ (¬SimulatePacketLoss ∨ (PacketLossRate ≤ AcceptablePacketLoss))))),False
18/46,When the aircraft exits SimulationMode after previously being in SimulationMode the system shall ensure that SimulationDataSaved remains false until the moment of this transition or that EvaluateControllerPerformance remains false until SimulationDataSaved becomes true or until the transition out of SimulationMode occurs. This requirement ensures that the controller performance evaluation does not begin before the simulation data has been properly saved whenever the aircraft switches from simulation to real operation.,((O (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode))))))) -> (((! SimulationDataSaved) S ((! SimulationDataSaved) & (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode)))))))) | (! ((! EvaluateControllerPerformance) S ((! EvaluateControllerPerformance) & (SimulationDataSaved & ((Y (! SimulationDataSaved)) | (((! SimulationMode) & (Y SimulationMode)) & (Y (H (! ((! SimulationMode) & (Y SimulationMode))))))))))))),((Y SimulationMode ∧ ¬SimulationMode) → ((¬SimulationDataSaved) S (Y SimulationMode ∧ ¬SimulationMode) ∨ (¬EvaluateControllerPerformance) S (SimulationDataSaved ∨ (Y SimulationMode ∧ ¬SimulationMode)))),True
18/47,The system shall always ensure that when AutonomousFlightMode is active; both JetsonControl and JetsonControlDisplay are active. When RemoteControlFlightMode is active; both NucleoControl and NucleoControlDisplay are active. When FailsafeFlightMode is active; both NucleoControl and NucleoControlDisplay are active.,(H (((AutonomousFlightMode -> (JetsonControl & JetsonControlDisplay)) & (RemoteControlFlightMode -> (NulceoControl & NucleoControlDisplay))) & (FailsafeFlightMode -> (NucleoControl & NucleoControlDisplay)))),H((AutonomousFlightMode → (JetsonControl ∧ JetsonControlDisplay)) ∧ (RemoteControlFlightMode → (NucleoControl ∧ NucleoControlDisplay)) ∧ (FailsafeFlightMode → (NucleoControl ∧ NucleoControlDisplay))),False
18/48,The aircraft shall always ensure that when AutonomousFlightMode is active; both JetsonControl and JetsonControlDisplay are operating. When RemoteControlFlightMode is active; both NucleoControl and NucleoControlDisplay shall be operating. When FailsafeFlightMode is active; both NucleoControl and NucleoControlDisplay shall also be operating.,(H (((AutonomousFlightMode -> (JetsonControl & JetsonControlDisplay)) & (RemoteControlFlightMode -> (NulceoControl & NucleoControlDisplay))) & (FailsafeFlightMode -> (NucleoControl & NucleoControlDisplay)))),H((AutonomousFlightMode → (JetsonControl ∧ JetsonControlDisplay)) ∧ (RemoteControlFlightMode → (NucleoControl ∧ NucleoControlDisplay)) ∧ (FailsafeFlightMode → (NucleoControl ∧ NucleoControlDisplay))),False
18/49,The system shall ensure that ControlLoopFinish has never occurred before or that whenever ControlLoopFinish occurs the functions CollectHardwareExecutionTimes and AssessHardwareTimePerformance have been continuously active and correctly executed up to that point. This requirement ensures that a drone’s control loop is not marked as finished unless the hardware timing data has been collected and its performance assessed without interruption.,((H (! ControlLoopFinish)) | (! ((! (CollectHardwareExecutionTimes & AssessHardwareTimePerformance)) S ((! (CollectHardwareExecutionTimes & AssessHardwareTimePerformance)) & (ControlLoopFinish & (Z (! ControlLoopFinish))))))),(H(¬ControlLoopFinish) ∨ H((ControlLoopFinish → (CollectHardwareExecutionTimes ∧ AssessHardwareTimePerformance S (CollectHardwareExecutionTimes ∧ AssessHardwareTimePerformance))))),False
18/50,Whenever ControlLoopFinish occurs the system shall ensure that either ControlLoopStart has never occurred before or that the following condition holds. The previous cycle must not contain a situation where ControlLoopStart was active while the immediately preceding state showed that ControlLoopStart had not yet occurred. In addition the system shall guarantee that before ControlLoopFinish the sequence of operations involving MonitorGPSLatitude MonitorGPSLongitude MonitorGPSAltitude MonitorGPSHomePosition and SendGPSData has been continuously maintained without interruption until the point where ControlLoopStart becomes active after a period when it was inactive.    In practical terms for an autonomous drone this means that when the control loop finishes the drone must either have never started a control loop before or must have continuously monitored its GPS latitude longitude altitude and home position and transmitted GPS data throughout the entire control loop cycle up to the moment the loop starts again after being inactive.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! ((((MonitorGPSLatitude & MonitorGPSLongitude) & MonitorGPSAltitude) & MonitorGPSHomePosition) & SendGPSData)) S ((! ((((MonitorGPSLatitude & MonitorGPSLongitude) & MonitorGPSAltitude) & MonitorGPSHomePosition) & SendGPSData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ ( H( ¬( Y(ControlLoopStart) ∧ ¬O(ControlLoopStart) ) ) ∧ ( (¬ControlLoopStart) S ( ControlLoopStart ∧ H(MonitorGPSLatitude ∧ MonitorGPSLongitude ∧ MonitorGPSAltitude ∧ MonitorGPSHomePosition ∧ SendGPSData) ) ) ) ) ),False
18/51,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that ControlLoopStart has not previously been active; or that the most recent ControlLoopStart happened only after the last period when the barometric altitude monitoring and data transmission functions (MonitorBarometerAltitude and SendBarometerAltitudeData) were both continuously operating. In other words; after each ControlLoopFinish; the flight control software of the drone must confirm that no new control loop cycle begins until the barometer monitoring and altitude data transmission have been properly maintained and completed since the last control loop start.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorBarometerAltitude & SendBarometerAltitudeData)) S ((! (MonitorBarometerAltitude & SendBarometerAltitudeData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ (O(ControlLoopStart ∧ (¬(MonitorBarometerAltitude ∧ SendBarometerAltitudeData) S ControlLoopStart))) ) ),False
19/52,The system shall continuously ensure that MonitorPowerConsumption is active and that ReturnPowerConsumptionData is being performed at all times during operation.,(H (MonitorPowerConsumption & ReturnPowerConsumptionData)),H (MonitorPowerConsumption ∧ ReturnPowerConsumptionData),True
19/53,Requirement:   Once ControlLoopFinish occurs; the system must ensure that either ControlLoopStart has never occurred before; or that the previous cycle of operation satisfies the following: the system did not begin a new ControlLoopStart immediately after a period when ControlLoopStart was inactive; and before the current ControlLoopFinish the system continuously maintained proper monitoring and transmission of gyroscope data. In other words; after each ControlLoopFinish; the flight control computer of the drone must confirm that no unintended ControlLoopStart was triggered and that MonitorGyroscopeData and SendGyroscopeData were active and consistent throughout the preceding control loop.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorGyroscopeData & SendGyroscopeData)) S ((! (MonitorGyroscopeData & SendGyroscopeData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → ((¬O(ControlLoopStart)) ∨ H((MonitorGyroscopeData ∧ SendGyroscopeData) ∧ (¬(Y(¬ControlLoopStart) ∧ ControlLoopStart))))),False
19/54,Requirement:   Once ControlLoopFinish has occurred; the system shall ensure that ControlLoopStart has not previously been active; or that the most recent operation cycle satisfies the following condition: the previous state existed; ControlLoopStart did not occur immediately after a period without ControlLoopStart; and before ControlLoopFinish the system continuously maintained a state where MonitorAccelerometerData and SendAccelerometerData were both active until the moment when ControlLoopStart began after a time when it had not been active.    In practical terms; for an autonomous drone flight controller; this means that after each control loop finishes; the drone must confirm that no new control loop was started prematurely and that accelerometer monitoring and data transmission were consistently running up to the point when the next control loop legitimately began.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorAccelerometerData & SendAccelerometerData)) S ((! (MonitorAccelerometerData & SendAccelerometerData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),O(ControlLoopFinish → (¬O(ControlLoopStart) ∨ ((Y(true)) ∧ ¬(¬ControlLoopStart S ControlLoopStart) ∧ ((MonitorAccelerometerData ∧ SendAccelerometerData) S (¬ControlLoopStart ∧ ControlLoopStart))))),False
19/55,Requirement:   Once ControlLoopFinish becomes true the flight control computer shall ensure that no new ControlLoopStart occurs again or that the previous system history shows a consistent sequence where ControlLoopStart did not happen immediately before and the monitoring and transmission of RTK data behaved correctly. Specifically the system shall confirm that before ControlLoopFinish the RTK data monitoring and sending functions MonitorRTKData and SendRTKData were active in a continuous and valid manner from the last ControlLoopStart until the loop finished. This ensures that each control loop in the aircraft autopilot completes fully with proper RTK data handling before any new loop begins.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorRTKData & SendRTKData)) S ((! (MonitorRTKData & SendRTKData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopFinish → ( H(¬ControlLoopStart) ∨ ((ControlLoopStart S (ControlLoopStart ∧ H(MonitorRTKData ∧ SendRTKData))) ∧ H(MonitorRTKData ∧ SendRTKData)) ) ),False
19/56,The system shall ensure that whenever ControlLoopFinish occurs; it must be the case that either ControlLoopStart has never occurred before; or that the previous cycle satisfied the following: ControlLoopStart did not occur immediately after a period when it had not been active; and before ControlLoopFinish the system maintained a state where MonitorMotorRPM and SendMotorRPM were not both active until the moment when ControlLoopStart began after being inactive. This requirement ensures that the control loop in the robot’s motor controller completes only after proper monitoring and reporting of motor speed have been consistently maintained throughout the loop’s operation.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! (MonitorMotorRPM & SendMotorRPM)) S ((! (MonitorMotorRPM & SendMotorRPM)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H ( ControlLoopFinish → ( ¬O(ControlLoopStart) ∨ Y( ¬(¬ControlLoopStart S ControlLoopStart) ∧ ( (¬(MonitorMotorRPM ∧ SendMotorRPM)) S (¬ControlLoopStart ∧ ControlLoopStart) ) ) ) ),False
20/57,The system shall ensure that whenever SimulationMode is active; both SimulateCommunications and SimulatePackageSending are continuously enabled and functioning throughout the entire operation.,(H (SimulationMode -> (SimulateCommunications & SimulatePackageSending))),H ( SimulationMode → ( SimulateCommunications ∧ SimulatePackageSending ) ),True
21/58,The system shall ensure that JetsonFailureDetectionRunning NucleoOneFailureDetectionRunning NucleoTwoFailureDetectionRunning and RaspberryFailureDetectionRunning have always been continuously active throughout the entire operation of the aircraft’s fault monitoring system.,(H (((JetsonFailureDetectionRunning & NucleoOneFailureDetectionRunning) & NucleoTwoFailureDetectionRunning) & RaspberryFailureDetectionRunning)),H (JetsonFailureDetectionRunning ∧ NucleoOneFailureDetectionRunning ∧ NucleoTwoFailureDetectionRunning ∧ RaspberryFailureDetectionRunning),True
21/59,Requirement:   Once ControlLoopFinish has occurred the flight control computer shall ensure that no new ControlLoopStart has taken place before it. If a ControlLoopStart does occur then the system shall verify that the previous cycle had properly completed and that no overlapping control loop was active. In addition the system shall confirm that before each ControlLoopStart the GPS monitoring functions MonitorGPSLatitude MonitorGPSLongitude MonitorGPSAltitude and MonitorGPSHomePosition together with SendGPSData have not been continuously inactive or skipped. This ensures that every new control loop begins only after the previous one has finished and that all GPS monitoring and data transmission tasks have been properly executed before starting the next control cycle.,(H (ControlLoopFinish -> ((H (! ControlLoopStart)) | (((Y TRUE) & (! (ControlLoopStart & (Z (! ControlLoopStart))))) & (Y (! ((! ((((MonitorGPSLatitude & MonitorGPSLongitude) & MonitorGPSAltitude) & MonitorGPSHomePosition) & SendGPSData)) S ((! ((((MonitorGPSLatitude & MonitorGPSLongitude) & MonitorGPSAltitude) & MonitorGPSHomePosition) & SendGPSData)) & (ControlLoopStart & (Z (! ControlLoopStart))))))))))),H( ControlLoopStart → ( O(ControlLoopFinish) ∧ ¬O(ControlLoopStart S ¬ControlLoopFinish) ∧ O(MonitorGPSLatitude ∧ MonitorGPSLongitude ∧ MonitorGPSAltitude ∧ MonitorGPSHomePosition ∧ SendGPSData) ) ),False
